"target","bc_target","property_room_type","property_max_guests","property_bathrooms","property_bedrooms","property_beds","property_bed_type","property_last_updated","host_id","host_response_time","host_response_rate","host_nr_listings","booking_price_covers","booking_min_nights","booking_max_nights","booking_availability_30","booking_availability_60","booking_availability_90","booking_availability_365","booking_cancel_policy","reviews_num","reviews_first","reviews_last","reviews_rating","reviews_acc","reviews_cleanliness","reviews_checkin","reviews_communication","reviews_location","reviews_per_month","property_zip_missing","zipcode_class","dist_nearest_city_center","type_class","property_last_updated_numerical","Outlet covers","Fireplace guards","Grab-rails for shower and toilet","Table corner guards","Washer / Dryer","Free parking on street","Disabled parking spot","Flat smooth pathway to front door","Keypad","Single level home","host_location_country","host_verified_amount","years_as_host","category_30_low","category_30_medium","category_30_high","category_60_low","category_60_medium","category_60_high","category_90_low","category_90_medium","category_90_high","category_365_low","category_365_medium","category_365_high","reviews_num_cat","review_period","review_period_was_missing","profile_pic","exact_location","instant_bookable","superhost","identified_host","summary_score","property_sqfeet","property_type","property_zipcode"
75,2.99133621852285,"Entire home/apt",2,1,1,1,"Real Bed","5 weeks ago",57921321,"within a few hours",90,1,2,3,1125,15,35,65,155,"flexible",15,"2016-09-29","2017-04-17",94,10,10,10,10,10,2.02,0,69.862012987013,0.0219936941177968,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",6,7,0,0,1,0,1,0,0,0,1,0,1,0,2,200,0,"1","1","0","0","1",0,NA,"Apartment","1060"
35,2.61847066597023,"Private room",2,1.5,1,1,"Real Bed","3 days ago",25747821,"within a day",100,2,1,1,30,0,6,36,52,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.048322223709944,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",3,8,1,0,0,0,1,0,0,1,0,1,0,0,3,NA,1,"1","1","0","0","0",1,NA,"Apartment","1050"
80,3.02060153370364,"Private room",2,1,1,1,"Real Bed","today",4714217,"within an hour",100,1,1,1,1125,4,4,4,4,"flexible",9,"2017-03-25","2017-05-07",98,10,10,10,10,9,5.51,0,65.1989795918367,0.0426649017501791,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",6,10,0,1,0,0,1,0,1,0,0,1,0,0,2,43,0,"1","0","0","0","1",4,NA,"House","2140"
45,2.74717504836518,"Entire home/apt",2,1,1,1,"Real Bed","yesterday",61343779,"within an hour",100,1,1,1,1125,26,41,50,140,"moderate",12,"2016-12-11","2017-04-30",100,10,10,10,10,10,2.35,0,67.4595649749024,0.0297380466785522,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,0,1,0,0,1,0,1,0,0,1,0,2,140,0,"1","0","1","0","0",0,NA,"Apartment","2018"
43,2.7243262077351,"Entire home/apt",6,2,2,3,"Real Bed","today",2792958,"within a few hours",96,93,4,1,1125,6,17,27,262,"moderate",11,"2016-06-29","2017-04-23",91,10,10,9,9,10,1.05,0,68.7899101589496,0.00559214940903526,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,1,0,0,1,0,0,1,0,0,1,0,2,298,0,"1","1","0","0","1",-15,NA,"Apartment","1000"
26,2.45845106573825,"Entire home/apt",2,1,1,1,"Real Bed","9 months ago",36258248,"",92.3882066858478,1,1,2,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0244870121367648,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","0",-1,NA,"Apartment","2018"
85,3.04778102599245,"Entire home/apt",2,0.5,0,1,"Pull-out Sofa","4 days ago",22946145,"within an hour",100,1,1,2,1125,0,1,2,255,"moderate",99,"2014-11-04","2017-01-13",86,9,9,9,9,9,3.24,0,69.862012987013,0.020812254946576,67.7722584719007,1460,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,0,1,0,3,801,0,"1","0","1","0","1",0,NA,"Apartment","1060"
115,3.17891868810506,"Entire home/apt",2,1,0,1,"Real Bed","5 days ago",6767876,"within a few hours",100,2,1,2,7,0,0,0,92,"moderate",36,"2016-02-23","2017-04-13",98,10,10,10,10,9,2.44,0,68.7899101589496,0.0100399898665049,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",3,10,1,0,0,1,0,0,1,0,0,0,1,0,3,415,0,"1","1","0","0","0",0,NA,"Apartment","1000"
41,2.70018548310892,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",1603615,"within an hour",100,1,1,2,1125,5,15,45,135,"moderate",5,"2016-10-24","2017-04-30",100,10,10,10,10,9,0.75,0,67.4595649749024,0.0134283148533057,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",7,11,0,1,0,0,1,0,0,1,0,0,1,0,1,188,0,"1","1","0","0","1",2,NA,"Apartment","2000"
51,2.80911346974305,"Entire home/apt",4,1,2,3,"Real Bed","a week ago",2822858,"within a few hours",100,1,1,1,1125,0,12,39,81,"moderate",3,"2017-04-16","2017-05-01",100,10,10,10,10,9,3,0,69.862012987013,0.0225706167760507,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,11,1,0,0,0,1,0,0,1,0,0,1,0,1,15,0,"1","0","0","0","0",0,NA,"Apartment","1060"
100,3.11918129540432,"Private room",4,1,1,3,"Real Bed","today",5632655,"within an hour",100,4,1,1,1125,18,46,74,349,"strict",170,"2014-07-12","2017-05-08",87,9,8,10,10,8,4.94,0,67.4595649749024,0.0493802619970928,56.8863636363636,0,0,0,0,0,0,0,0,0,0,0,"BE",5,10,0,0,1,0,0,1,0,0,1,0,0,1,3,1031,0,"1","1","1","0","1",0,NA,"Other","1050"
42,2.71242568086175,"Private room",2,1.5,1,1,"Real Bed","3 weeks ago",5981613,"within a day",67,1,1,1,30,0,11,41,41,"flexible",8,"2016-12-08","2017-01-03",97,10,10,10,10,10,1.57,0,68.7899101589496,0.0123966886824151,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",5,10,1,0,0,0,1,0,0,1,0,1,0,0,2,26,0,"1","1","0","0","1",0,NA,"Apartment","1000"
70,2.95966893810484,"Entire home/apt",9,3,4,6,"Real Bed","today",11534275,"within a few hours",95,2,6,1,1125,12,27,37,291,"strict",132,"2014-05-26","2017-04-27",96,10,10,10,9,8,3.66,0,65.1989795918367,0.034579215933997,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,0,1,0,0,0,1,3,1067,0,"1","1","0","0","0",2,NA,"House","2140"
59,2.87946722092524,"Entire home/apt",6,1.5,3,3,"Real Bed","yesterday",18704403,"within an hour",100,4,1,2,1125,2,8,21,28,"strict",56,"2015-02-02","2017-04-30",83,9,8,9,9,8,2.03,0,63.8238434163701,0.0340150295102752,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,1,0,0,3,818,0,"1","1","0","0","1",0,NA,"Apartment","1030"
55,2.84580327119655,"Entire home/apt",2,1,1,1,"Real Bed","today",5056483,"within a day",98,591,1,7,365,0,20,50,325,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0528337966718528,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"other",4,10,1,0,0,0,1,0,0,1,0,0,0,1,3,NA,1,"1","1","0","0","1",1,NA,"Apartment","1050"
60,2.88746292599211,"Entire home/apt",2,1,1,1,"Real Bed","5 weeks ago",11154046,"within an hour",100,1,1,3,12,0,0,0,0,"moderate",12,"2016-09-05","2016-11-20",97,10,10,10,10,10,1.44,0,73.3092485549133,0.061780360808025,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",6,9,1,0,0,1,0,0,1,0,0,1,0,0,2,76,0,"1","0","0","1","1",-1,NA,"Apartment","2100"
65,2.92520842621306,"Entire home/apt",2,1,0,1,"Real Bed","6 days ago",50789828,"within an hour",100,1,1,3,1128,0,6,36,311,"moderate",14,"2016-01-03","2017-04-28",89,9,8,9,9,9,0.85,0,68.7899101589496,0.012516137411522,67.7722584719007,2190,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,0,1,0,0,1,0,0,0,1,2,481,0,"1","1","0","0","1",0,NA,"Apartment","1000"
29,2.51824370757742,"Private room",2,1,1,1,"Real Bed","today",20830426,"within an hour",100,1,1,2,1125,3,8,8,122,"flexible",40,"2017-01-01","2017-04-20",94,10,9,10,10,9,9.3,0,65.1989795918367,0.0206546131689235,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,1,0,0,0,1,0,3,109,0,"1","1","1","0","0",0,NA,"Apartment","1080"
50,2.79940753029994,"Entire home/apt",5,1,1,2,"Real Bed","5 days ago",26740273,"within a day",100,2,2,5,1125,7,23,53,328,"strict",71,"2015-03-30","2017-02-22",94,10,10,9,9,10,2.76,0,68.7899101589496,0.00871721653391433,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",7,8,0,1,0,0,1,0,0,1,0,0,0,1,3,695,0,"1","1","0","0","1",0,NA,"Apartment","1000"
85,3.04778102599245,"Private room",2,1,1,2,"Real Bed","a week ago",2552993,"within a few hours",100,1,1,1,1125,29,59,89,90,"flexible",3,"2017-04-16","2017-05-02",100,10,10,10,10,10,3,0,69.862012987013,0.0229953794797627,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",4,11,0,0,1,0,0,1,0,0,1,0,1,0,1,16,0,"1","1","0","0","1",0,NA,"Apartment","1060"
18,2.2481438563435,"Entire home/apt",4,1,2,3,"Real Bed","yesterday",15759419,"within an hour",100,1,1,1,4,13,29,57,57,"flexible",3,"2017-01-01","2017-04-27",100,9,10,10,9,9,0.7,0,63.8238434163701,0.0480210505986792,36.4166666666667,1,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,1,0,0,1,116,0,"1","1","0","0","1",6,NA,"Earth House","1030"
20,2.30984502523806,"Private room",2,1,1,1,"Real Bed","3 days ago",16525994,"within an hour",85,1,1,1,1125,5,5,5,5,"moderate",16,"2016-03-10","2017-04-22",95,9,9,10,10,9,1.13,0,73.3092485549133,0.0345471413027457,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",5,9,0,1,0,0,1,0,1,0,0,1,0,0,2,408,0,"1","1","1","0","1",2,NA,"Apartment","1190"
46,2.75815383955692,"Private room",2,1,1,1,"Real Bed","3 weeks ago",1764235,"within an hour",100,5,2,1,1125,0,0,0,196,"strict",67,"2013-06-17","2017-04-22",93,9,10,9,10,8,1.41,0,65.1989795918367,0.0310381886060539,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",6,11,1,0,0,1,0,0,1,0,0,0,1,0,3,1405,0,"1","1","1","0","1",0,NA,"Apartment","2140"
60,2.88746292599211,"Entire home/apt",4,1,2,2,"Real Bed","3 weeks ago",2866861,"within an hour",100,2,2,2,1125,13,32,54,327,"strict",28,"2017-01-02","2017-05-08",98,10,10,10,10,10,6.56,0,67.4595649749024,0.0244477481991492,67.7722584719007,21,0,0,0,0,0,0,0,0,1,0,"BE",6,11,0,1,0,0,1,0,0,1,0,0,0,1,3,126,0,"1","1","1","1","1",2,NA,"House","1050"
54,2.83693353399645,"Private room",2,1,1,1,"Real Bed","2 weeks ago",41691486,"within an hour",100,3,1,1,1125,16,37,64,339,"flexible",52,"2016-06-27","2017-05-02",95,10,10,9,10,9,4.92,0,63.8238434163701,0.0505898908269719,70.21875,14,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,0,1,0,0,1,0,0,1,3,309,0,"1","0","1","1","1",0,NA,"Townhouse","1070"
135,3.24560881797393,"Entire home/apt",6,1,2,2,"Real Bed","2 weeks ago",24666523,"within a few hours",100,1,4,1,1125,7,11,41,316,"flexible",26,"2016-01-03","2016-10-02",97,10,10,10,10,9,1.58,0,65.1989795918367,0.0171926258322957,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,1,0,0,1,0,0,1,0,0,0,1,3,273,0,"1","1","0","0","0",-2,NA,"Apartment","1080"
60,2.88746292599211,"Entire home/apt",2,0.5,1,1,"Real Bed","today",529276,"within a few hours",100,12,1,1,1125,0,0,0,0,"strict",1,"2014-09-30","2014-09-30",100,10,10,10,10,10,0.03,0,67.4595649749024,0.0105703759296909,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,12,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","1","0","0","1",-3,431,"Apartment","2000"
35,2.61847066597023,"Private room",2,1,1,1,"Real Bed","3 months ago",6849564,"within a day",50,2,2,1,30,29,59,89,364,"moderate",44,"2014-12-24","2016-05-20",90,9,9,9,9,9,1.52,0,69.862012987013,0.0221154699261806,67.7722584719007,93,0,0,0,0,0,0,0,0,0,0,"BE",4,10,0,0,1,0,0,1,0,0,1,0,0,1,3,513,0,"1","1","0","0","1",0,NA,"House","1060"
68,2.9462448772597,"Entire home/apt",6,2,3,6,"Real Bed","10 months ago",11531830,"",91.835718285957,1,4,4,1125,0,0,0,0,"strict",4,"2014-08-12","2015-08-26",90,10,8,10,10,10,0.12,0,59.6881720430108,0.114779569612611,67.7722584719007,310,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,1,379,0,"1","1","0","0","1",-2,NA,"House","1150"
50,2.79940753029994,"Private room",3,1,1,2,"Real Bed","a week ago",54498538,"within a few hours",100,1,1,1,1125,1,6,23,274,"flexible",6,"2016-03-19","2017-04-25",97,10,10,10,10,10,0.43,0,73.3092485549133,0.0256606535726351,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",4,7,0,1,0,0,1,0,0,1,0,0,1,0,2,402,0,"1","1","0","0","1",1,NA,"House","1190"
20,2.30984502523806,"Entire home/apt",2,1,1,1,"Real Bed","today",73404949,"within a few hours",100,4,2,1,1125,0,0,2,2,"strict",0,"","",NA,NA,NA,NA,NA,NA,NA,0,69.862012987013,0.0146360355795816,65.6535433070866,0,0,0,0,0,0,0,0,0,0,0,"BE",3,7,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","0",0,NA,"Bed & Breakfast","1060"
50,2.79940753029994,"Entire home/apt",2,1,0,2,"Real Bed","today",7697820,"within an hour",100,5,2,3,1125,22,48,74,349,"moderate",33,"2015-10-25","2017-01-28",87,9,10,10,10,8,1.76,0,67.4595649749024,0.0286171272697047,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",7,10,0,0,1,0,0,1,0,0,1,0,0,1,3,461,0,"1","1","1","0","1",-1,NA,"Apartment","1020"
40,2.68758727216782,"Entire home/apt",4,2,2,2,"Real Bed","5 days ago",120317940,"within a day",100,1,1,2,30,29,59,89,179,"moderate",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0560876455742137,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",1,6,0,0,1,0,0,1,0,0,1,0,1,0,3,NA,1,"1","1","1","0","0",0,NA,"Apartment","1040"
59,2.87946722092524,"Entire home/apt",2,1,0,1,"Real Bed","today",7697820,"within an hour",100,5,1,4,1125,6,6,15,290,"moderate",38,"2015-11-09","2017-04-23",92,10,10,10,10,8,2.08,0,67.4595649749024,0.0289398456390923,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",7,10,0,1,0,0,1,0,0,1,0,0,0,1,3,531,0,"1","1","1","0","1",-1,NA,"Apartment","1020"
24,2.4138630737862,"Entire home/apt",4,1,2,3,"Real Bed","2 weeks ago",15823161,"within a day",93,2,1,2,1125,0,0,0,0,"strict",53,"2016-04-13","2017-04-22",92,10,9,10,10,9,4.06,0,73.3092485549133,0.0342887053640094,67.7722584719007,14,0,0,0,0,0,0,0,0,0,0,"BE",6,9,1,0,0,1,0,0,1,0,0,1,0,0,3,374,0,"1","1","0","0","1",2,NA,"Apartment","1190"
53,2.82786752014613,"Entire home/apt",2,1,1,1,"Real Bed","9 months ago",73608567,"",91.0036902307197,1,1,1,1125,0,0,0,0,"flexible",1,"2016-07-14","2016-07-14",100,10,10,8,8,8,0.1,0,59.6881720430108,0.081629135969934,67.7722584719007,279,0,0,0,0,0,0,0,0,0,0,"BE",3,7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","1","0","0","0",0,NA,"Condominium","1150"
34,2.60324358565486,"Entire home/apt",4,1,1,3,"Real Bed","3 days ago",104146175,"within a few hours",100,3,2,1,1125,29,59,89,321,"strict",1,"2017-01-01","2017-01-01",80,10,8,10,10,10,0.23,0,67.4595649749024,0.0269790746935202,67.7722584719007,1095,0,0,0,0,0,0,0,0,0,0,"BE",3,7,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,"1","1","0","0","0",0,NA,"Apartment","1050"
70,2.95966893810484,"Entire home/apt",2,1,1,1,"Real Bed","a week ago",20940013,"within an hour",100,1,1,2,1125,3,6,13,99,"moderate",51,"2016-07-25","2017-05-01",96,10,10,10,10,10,5.29,0,68.7899101589496,0.00517572796074904,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,0,1,0,3,280,0,"1","1","1","0","1",0,NA,"Apartment","1000"
70,2.95966893810484,"Private room",2,1,1,1,"Real Bed","a week ago",31258107,"within a day",70,1,1,1,7,0,0,0,247,"flexible",1,"2017-04-04","2017-04-14",100,10,10,10,10,8,0.83,0,67.4595649749024,0.0249256024492771,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",4,8,1,0,0,1,0,0,1,0,0,0,1,0,1,10,0,"1","1","0","0","0",-2,NA,"Apartment","1050"
49,2.78946942008955,"Private room",2,1,1,1,"Real Bed","13 months ago",20687570,"",89.8987134309381,1,1,3,1125,0,0,0,0,"flexible",1,"2016-02-19","2016-02-19",80,10,8,10,10,10,0.07,0,67.4595649749024,0.0259453089805878,67.7722584719007,403,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"1","1","0","0","0",0,NA,"Apartment","1050"
85,3.04778102599245,"Private room",2,1,1,1,"Real Bed","today",2288879,"within an hour",100,1,1,1,15,9,9,16,16,"moderate",3,"2017-01-29","2017-05-05",93,9,10,10,8,8,0.89,0,69.862012987013,0.0206088848144372,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"other",6,11,0,1,0,0,1,0,0,1,0,1,0,0,1,96,0,"1","1","0","0","1",0,NA,"Apartment","1060"
35,2.61847066597023,"Entire home/apt",5,3.5,3,4,"Real Bed","a week ago",37431273,"within an hour",100,2,5,7,19,0,0,14,21,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0276201967748983,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",5,8,1,0,0,1,0,0,0,1,0,1,0,0,3,NA,1,"1","1","0","0","1",0,NA,"Apartment","1050"
70,2.95966893810484,"Entire home/apt",2,1.5,1,1,"Real Bed","22 months ago",38265245,"",88.5141969758099,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0345813825558325,67.7722584719007,682,0,0,0,0,0,0,0,0,0,0,"BE",2,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","0",0,NA,"Apartment","1000"
50,2.79940753029994,"Entire home/apt",4,1,2,2,"Real Bed","6 months ago",12231992,"",91.835718285957,1,2,4,15,0,0,0,0,"strict",14,"2014-06-15","2016-12-02",87,10,10,9,10,9,0.4,0,69.862012987013,0.020828998015387,67.7722584719007,186,0,0,0,0,0,0,0,0,0,0,"BE",4,9,1,0,0,1,0,0,1,0,0,1,0,0,2,901,0,"1","1","1","0","1",0,NA,"Apartment","1060"
45,2.74717504836518,"Entire home/apt",4,1,2,2,"Real Bed","3 weeks ago",24505611,"within a day",100,4,1,1,1125,28,58,88,231,"moderate",13,"2015-06-05","2016-11-01",82,8,9,9,9,10,0.55,0,68.7899101589496,0.00213081490494521,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"BE",3,9,0,0,1,0,0,1,0,0,1,0,1,0,2,515,0,"1","0","0","0","0",-1,NA,"Apartment","1000"
75,2.99133621852285,"Private room",2,2,1,1,"Real Bed","yesterday",5562603,"within an hour",100,1,2,2,1125,1,7,37,312,"moderate",1,"2016-07-17","2016-07-17",91.7101661779081,9.45855811672388,9.21034567295906,9.61221486387049,9.62401960784314,9.23926380368098,0.1,0,67.4595649749024,0.0431116516302113,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,10,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,"1","0","0","0","0",-2,NA,"Apartment","1180"
57,2.86298429832729,"Entire home/apt",4,1,1,2,"Real Bed","today",2792958,"within a few hours",96,93,2,1,1125,16,28,55,319,"moderate",1,"2017-01-01","2017-01-01",40,2,4,2,2,6,0.23,0,68.7899101589496,0.0194986330105439,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,11,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,"1","1","0","0","1",-15,NA,"Apartment","1000"
47,2.76885412500377,"Private room",2,1,1,1,"Real Bed","17 months ago",52317800,"",86.577192120791,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,67.4595649749024,0.0269803642200574,67.7722584719007,527,0,0,0,0,0,0,0,0,0,0,"BE",1,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","1","0","0",0,NA,"Apartment","1050"
45,2.74717504836518,"Entire home/apt",2,1,0,2,"Real Bed","5 weeks ago",4232995,"within an hour",98,3,2,1,30,13,30,55,330,"moderate",81,"2016-03-21","2017-05-03",89,9,9,10,9,9,5.86,0,68.7899101589496,0.0113073335427026,67.7722584719007,35,0,0,0,0,0,0,0,0,0,0,"BE",4,11,0,1,0,0,1,0,0,1,0,0,0,1,3,408,0,"1","0","1","0","1",1,NA,"Apartment","1000"
65,2.92520842621306,"Entire home/apt",2,1,1,1,"Real Bed","5 days ago",10672990,"within a few hours",100,1,1,1,1125,10,39,69,344,"flexible",5,"2016-09-30","2017-05-01",100,10,10,10,10,10,0.68,0,67.4595649749024,0.0230768988078388,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",6,10,0,1,0,0,0,1,0,0,1,0,0,1,1,213,0,"1","0","0","0","1",1,NA,"Apartment","1050"
70,2.95966893810484,"Entire home/apt",4,1,2,2,"Real Bed","10 months ago",19701068,"within an hour",100,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.0329998012325385,67.7722584719007,310,0,0,0,0,0,0,0,0,0,0,"BE",5,9,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","1",0,NA,"Apartment","1040"
39,2.67461122454351,"Private room",1,1,1,1,"Real Bed","3 days ago",33708598,"within an hour",100,1,1,1,30,16,46,76,351,"strict",19,"2016-03-18","2017-05-08",100,10,10,10,10,9,1.36,0,68.7899101589496,0.0470405930974667,65.6535433070866,1095,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,0,1,0,0,1,0,0,1,2,416,0,"1","1","0","1","0",1,NA,"Bed & Breakfast","1040"
75,2.99133621852285,"Private room",2,1,1,2,"Real Bed","3 months ago",47407583,"",94.1898782522799,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,68.7899101589496,0.00542093410901598,67.7722584719007,93,0,0,0,0,0,0,0,0,0,0,"FR",7,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","1","0","0","1",2,NA,"Apartment","1000"
35,2.61847066597023,"Entire home/apt",2,1,1,1,"Real Bed","a week ago",12819677,"within a few hours",100,1,1,2,1125,0,29,59,334,"flexible",50,"2014-07-27","2017-04-30",97,10,10,10,10,9,1.47,0,69.862012987013,0.0174621330026039,67.7722584719007,7,0,0,0,0,0,0,0,0,0,0,"BE",3,9,1,0,0,0,1,0,0,1,0,0,0,1,3,1008,0,"1","1","0","1","0",0,NA,"Apartment","1060"
26,2.45845106573825,"Shared room",2,0.5,1,1,"Real Bed","2 months ago",27147764,"",92.3882066858478,1,1,2,1125,23,23,23,23,"flexible",5,"2015-03-09","2016-02-17",70,7,6,9,9,7,0.19,0,73.3092485549133,0.0330367504171545,67.7722584719007,62,0,0,0,0,0,0,0,0,0,0,"BE",4,8,0,0,1,0,1,0,0,1,0,1,0,0,1,345,0,"1","0","0","0","1",0,NA,"Apartment","2060"
120,3.19681016220175,"Entire home/apt",2,1,1,1,"Real Bed","3 weeks ago",3971365,"within a few hours",83,1,1,2,90,6,36,66,186,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,73.3092485549133,0.0390136678989385,67.7722584719007,21,0,0,0,0,0,0,0,0,0,0,"other",3,6,0,1,0,0,0,1,0,0,1,0,1,0,3,NA,1,"1","1","0","0","0",3,NA,"Apartment","1190"
55,2.84580327119655,"Private room",1,1,1,1,"Real Bed","today",37552741,"within an hour",92,1,1,1,1125,26,50,80,81,"flexible",29,"2016-10-10","2017-04-21",93,10,10,10,10,9,4.1,0,63.8238434163701,0.101912962711231,67.7722584719007,0,0,0,0,0,0,0,0,0,0,0,"BE",5,8,0,0,1,0,0,1,0,0,1,0,1,0,3,193,0,"1","1","0","0","1",2,NA,"Apartment","1200"
47,2.76885412500377,"Private room",2,1.5,1,1,"Real Bed","yesterday",33413483,"within an hour",94,4,2,1,1125,3,3,5,134,"strict",21,"2016-07-02","2017-04-27",94,10,9,10,10,9,2.02,0,67.4595649749024,0.063339808582356,67.7722584719007,1,0,0,0,0,0,0,0,0,0,0,"BE",3,8,0,1,0,0,1,0,1,0,0,0,1,0,3,299,0,"1","0","0","0","0",-1,NA,"House","1180"
54,2.83693353399645,"Private room",7,1.5,1,4,"Real Bed","5 days ago",4396703,"within a day",100,3,1,1,365,17,44,59,331,"moderate",201,"2013-01-25","2017-05-01",96,10,10,10,10,9,3.84,0,73.3092485549133,0.0265020967558355,67.7722584719007,1825,0,0,0,0,0,0,0,0,0,0,"BE",4,11,0,0,1,0,0,1,0,1,0,0,0,1,3,1557,0,"1","1","0","0","1",3,NA,"House","2060"
50,2.79940753029994,"Entire home/apt",2,1,0,1,"Real Bed","4 days ago",107750838,"within an hour",100,8,1,3,16,29,59,89,364,"moderate",1,"2017-04-27","2017-04-27",100,10,10,2,10,10,1,0,67.4595649749024,0.00957234100511071,67.7722584719007,1460,0,0,0,0,0,0,0,0,0,0,"other",9,7,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,"1","0","0","0","1",-1,NA,"Apartment","2000"
30,2.53656648225296,"Entire home/apt",2,1,1,1,"Real Bed","4 weeks ago",21710233,"within a few hours",100,1,1,4,1125,4,24,51,67,"moderate",26,"2014-10-27","2017-03-22",93,10,9,10,10,10,0.84,0,73.3092485549133,0.0277556791690295,67.7722584719007,28,0,0,0,0,0,0,0,0,0,0,"BE",4,9,0,1,0,0,1,0,0,1,0,0,1,0,3,877,0,"1","1","0","0","1",0,NA,"Apartment","1190"
35,2.61847066597023,"Entire home/apt",4,1,2,2,"Real Bed","11 months ago",38165872,"",86.577192120791,1,1,1,1125,0,0,0,0,"flexible",0,"","",NA,NA,NA,NA,NA,NA,NA,0,73.3092485549133,0.0298113969220151,71.9124087591241,341,0,0,0,0,0,0,0,0,0,0,"BE",1,8,1,0,0,1,0,0,1,0,0,1,0,0,3,NA,1,"1","0","0","0","0",0,NA,"Loft","1190"
